Alimento,Nombre en Inglés,Energía calculada,Proteína,Grasa total,Carbohidratos,Fibra,AGS,AGM,AGPI,Colesterol,Calcio,Fósforo,Hierro,Potasio,Sodio,Zinc,Vitamina C,Vitamina A,Folatos,Vitamina B12,Tipo
"Bebida gaseosa, original, Pepsi","Carbonated drink, soda, original, Pepsi",45.57,0.0,0.0,11.39,,0.0,,,,,,,,4.22,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sabor a cola, Big Cola","Carbonated drink, soda, cola flavor, Big Cola",10.0,0.0,0.0,2.5,,0.0,,,0.0,,,,,6.25,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sabor a cola, Colombiana","Carbonated drink, soda, cola flavor, Colombiana",31.67,,,7.92,,,,,,,,,,4.17,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sabor a fresa, Fruit","Carbonated drink, soda, strawberry flavor, Fruit",10.0,0.0,0.0,2.5,,,,,,,,,,6.25,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sabor a jengibre, Seagrams","Carbonated drink, soda, Ginger flavored, Seagrams",29.3,0.0,0.0,7.32,,0.0,,,0.0,,,,,9.86,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sabor a lima limón, baja en calorías, Buzz","Carbonated drink, soda, lima and lemon flavor, Low calorie, Buzz",8.33,0.0,0.0,2.08,0.0,0.0,,,0.0,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sabor a limón, Fruit","Carbonated drink, soda, lemon flavor, Fruit",10.0,0.0,0.0,2.5,,,,,,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sabor a manzana, Postobon","Carbonated drink, soda, apple flavor, Postobon",30.0,,,7.5,,,,,,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sabor a naranja, Fruit","Carbonated drink, soda, orange flavor, Fruit",10.0,0.0,0.0,2.5,,,,,,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sabor a uva, Postobon","Carbonated drink, soda, grape flavor, Postobon",31.67,,,7.92,,,,,,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sabor artificial, uva, C&C","Carbonated drink, soda, artificial flavor, C&C",49.58,0.0,0.0,12.39,,,,,,,,,,14.08,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sabor cítrico, Mountain Dew","Carbonated drink, soda, citrus flavor, Mountain Dew",50.63,0.0,0.0,12.66,,0.0,,,,,,,,8.44,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sin azúcar, con jugo de mora, Orangine","Carbonated drink, soda, sugar free, with blackberry juice, Orangine",0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sin azúcar, sabor a manzana, Fioravanti","Carbonated drink, soda, sugar free, apple flavor, Fioravanti",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,5.0,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sin calorías, sabor ligero, light, Coca Cola","Carbonated drink, soda, free calories, light taste, Coca Cola Light",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sin calorías, Sprite","Carbonated drink, soda, free calories, Sprite",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,15.0,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sin colorantes, sabor a piña, Quintuple","Carbonated drink, soda, without colorante, pineapple flavor, Quintuple",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, sin colorantes, Tropical","Carbonated drink, without colorants, Tropical",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,3.75,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, soda energética, (guayusa, jengibre, panela, energía y burbujas), Wá","Carbonated drink, energetic soda, (guayusa, ginger, panela, energy and bubbles), Wá",36.0,0.0,0.0,9.0,0.0,0.0,,,0.0,,,,,11.67,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, te con guayusa, con jugo de caña y limón, Liv tea","Carbonated drink, tea with guayusa, juice of sugarcane and lemon, Liv tea",29.33,0.33,0.0,7.0,0.0,0.0,,,0.0,,,,,3.33,,,,,,alimentos expresados en 100ml
"Bebida gaseosa, with blackberry juice, burbujeante, Orangine","Carbonated drink, soda, with blackberry juice, bubbly, Orangine",3.33,0.0,0.0,0.83,0.0,0.0,,,0.0,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida gaseosa,original, Inca Kola","Carbonated drink, soda, original, Inca Kola",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,10.0,,,,,,alimentos expresados en 100ml
"Bebida hidratante, bebida deportiva, con electrolitos, sabor a manzana, Sporade","Hydrating drink, sports drink, with electrolytes, apple flavor, Sporade",25.0,0.0,0.0,6.25,,0.0,,,0.0,,,,,35.42,,,,,,alimentos expresados en 100ml
"Bebida hidratante, bebida deportiva, con electrolitos, sabor a uva, Sporade","Hydrating drink, sports drink, with electrolytes, grape flavor, Sporade",28.33,0.0,0.0,7.08,,,,,0.0,,,,,70.83,,,,,,alimentos expresados en 100ml
"Bebida hidratante, bebida deportiva, con electrolitos, sabor frutas tropicales, Sporade","Hydrating drink, sports drink, with electrolytes, tropical fuirts flavor, Sporade",23.33,0.0,0.0,5.83,,,,,,,,,12.5,45.83,,,,,,alimentos expresados en 100ml
"Bebida hidratante, bebida deportiva, Powerade","Hydrating drink, sports drink, (sodium, potassium, calcium, magnesium ), Powerade",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,42.0,,,,,,alimentos expresados en 100ml
"Bebida hidratante, bebida deportiva, sabor a limón, G Active","Hydrating drink, sports drink, (water + electrolytes and vitamins), lemon flavor, G Active",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,12.5,50.0,,,,,,alimentos expresados en 100ml
"Bebida hidratante, bebida deportiva, sabor frutas tropicales, Gatorade Perform","Hydrating drink, sports drink, tropical fruits flavor, Gatorade Perform",23.33,0.0,0.0,5.83,,0.0,,,0.0,,,,12.5,45.83,,,,,,alimentos expresados en 100ml
"Bebida láctea, con avena, sabor a canela, Toni","Milk drink, with oatmeal, cinnamon flavor, Toni",84.4,2.4,2.8,12.4,0.0,1.6,1.0,0.2,8.0,,,,,40.0,,,,,,alimentos expresados en 100ml
"Bebida, artificial, néctar de durazno, Pulp","Artificial drink, peach nectar, Pulp",30.4,0.4,0.0,7.2,0.8,0.0,,,0.0,,,,,6.4,,,,,,alimentos expresados en 100ml
"Bebida, con jugo concentrado de uva, Snapple","Drink, with grape juice concentrated; Snapple",32.14,0.0,0.0,8.03,,,,,,,,,,50.74,,,,,,alimentos expresados en 100ml
"Bebida, con néctar de uva, Huesitos, Nestlé","Drink, with grape nectar, Huesitos, Nestlé",32.43,0.0,0.0,8.11,,0.0,,,0.0,,,,,8.11,,,,,,alimentos expresados en 100ml
"Bebida, de aloe, sávila, con fibra, Saviloe","Aloe drink, with fiber, Saviloe",17.5,0.0,0.0,4.38,1.56,0.0,,,0.0,,,,,15.63,,,,,,alimentos expresados en 100ml
"Bebida, de aloe, sávila, pasteurizada, sabor a fresa, Houssy","Aloe drink, pasteurized, strawberry flavor, Houssy",8.0,0.0,0.0,2.0,,0.0,,,0.0,,,,,15.0,,,,,,alimentos expresados en 100ml
"Bebida, de aloe, sávila, sabor a piña, Aloe Vera King","Aloe drink, pineapple flavor, Aloe Vera King",43.33,,,10.83,,,,,,,,,,,,,,,,alimentos expresados en 100ml
"Bebida, de arándano, seleccionado, Natura, Nestlé","Drink, of selected cramberry, Natura, Nestlé",8.0,0.0,0.0,2.0,,0.0,,,0.0,,,,,10.0,,,,,,alimentos expresados en 100ml
"Bebida, de arándanos, Refresh","Cranberry drink, Refresh",16.0,0.0,0.0,4.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,alimentos expresados en 100ml
"Bebida, de arroz o quinua, sin azúcar, Natures Heart","Beverage, rice or quinoa, sugarfree, Natures Heart",49.58,0.42,1.25,9.17,0.42,0.42,0.42,0.42,0.0,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida, de avena, con maracuyá, sabor naranjilla, with vitamins A and D, Toni","Oatmeal drink, with passion fruit, naranjilla flavor, with vitamins A and D, Toni",42.5,0.5,0.5,9.0,0.0,0.0,,,0.0,,,,,15.0,,,,,,alimentos expresados en 100ml
"Bebida, de avena, tradicional, sabor naranjilla, Toni","Oatmeal drink, traditional, naranjilla flavor, Toni",59.6,0.8,0.4,13.2,0.4,0.2,0.2,0.0,0.0,,,,,10.0,,,,,,alimentos expresados en 100ml
"Bebida, de chía, frutos rojos y jamaica, Liv","Chia drink, berries and jamaica, Liv",21.33,1.0,1.33,1.33,1.33,0.33,0.0,1.0,0.0,,,,,0.0,,,,,,alimentos expresados en 100ml
"Bebida, de chía, manzana y pitahaya, Liv","Chia drink, apple and pitahaya, Liv",21.33,1.0,1.33,1.33,1.33,0.33,0.0,1.0,0.0,,,,,0.0,,,,,,alimentos expresados en 100ml
"Bebida, de coco, Coconut","Coconut drink, Coconut",16.67,,,4.17,,,,,,,,,,2.08,,,,,,alimentos expresados en 100ml
"Bebida, de coco, Oriental","Coconut drink, Oriental",73.33,0.42,1.67,14.17,0.0,0.0,,,0.0,,,,,112.5,,,,,,alimentos expresados en 100ml
"Bebida, de coco, sabor a vainilla, con vitaminas, Natures Heart","Coconut beverage, vanilla flavor, with vitamins, Natures Heart",34.0,0.5,2.0,3.5,0.0,2.0,0.0,0.0,0.0,122.0,,,,45.0,,,,,,alimentos expresados en 100ml
"Bebida, de jamaica, sabor frutos rojos, endulzada con stevia, Tippy Tea","Jamaica drink, berries flavor, sweetened with stevia, Tippy Tea",3.33,0.0,0.0,0.83,,0.0,,,0.0,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida, de jenjibre, Ginger Ale","Ginger soft drink, Ginger Ale",36.0,0.0,0.0,9.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,alimentos expresados en 100ml
"Bebida, de maíz morado, frutas y especies, Purple Maize","Drink, purple corn, fruits and spices, Purple Maize",12.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,0.33,,,,,,alimentos expresados en 100ml
"Bebida, de malta, sin alcohol, Pony Malta","Malt drink, without alcohol, Pony Malta",31.67,0.0,0.0,7.92,0.0,0.0,,,0.0,,,,,6.25,,,,,,alimentos expresados en 100ml
"Bebida, de naranja, con vitaminas A and zinc, Natura, Nestlé","Drink, orange, with vitamins A and zinc, Natura, Nestlé",32.0,0.0,0.0,8.0,,0.0,,,0.0,,,,,7.5,,,,,,alimentos expresados en 100ml
"Bebida, de naranja, con vitaminas A, C y zinc, Natura, Nestlé","Drink, orange, with vitamins A, C and zinc, Natura, Nestlé",32.0,0.0,0.0,8.0,,0.0,,,0.0,,,,,7.5,,,,,,alimentos expresados en 100ml
"Bebida, de rooibos, sabor a mango, endulzado con stevia, Tippy Tea","Rooibos drink, mango flavor, sweetened with stevia, Tippy Tea",1.67,0.0,0.0,0.42,,0.0,,,0.0,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida, de soya, melocotón y soya, Vive Soy","Soya drink, peach and soy juice, Vive Soy",35.6,0.8,0.4,7.2,0.4,0.1,0.1,0.2,,,,,,12.0,,6.0,,,,alimentos expresados en 100ml
"Bebida, infusión natural, endulzada con stevia, no contiene colorantes, Aqua Live","Drink, natural infusion, sweetened with stevia, without colorants, Aqua Live",3.33,0.0,0.0,0.83,0.0,0.0,,,0.0,,,,,8.33,,,,,,alimentos expresados en 100ml
"Bebida, jugo de uva, Welchito","Drink, Grape juice, Welchito",58.0,0.0,0.0,14.5,,,,,,,,,,12.5,,45.0,,,,alimentos expresados en 100ml
"Bebida, libre de calorías, sabor a limón, Tesalia Ice","Calorie free drink, lemon flavor, Tesalia Ice",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,27.08,,,,,,alimentos expresados en 100ml
"Bebida, libre de calorías, sabor a naranjilla, Tesalia Ice","Calorie free drink, naranjilla flavor, Tesalia Ice",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,27.08,,,,,,alimentos expresados en 100ml
"Bebida, limonada, All Natural","Drink, lemonade, All Natural",5.2,0.0,0.4,0.4,,0.0,,,0.0,,,,,12.0,,,,,,alimentos expresados en 100ml
"Bebida, mezcla de jugos concentrados, kiwi y fresa, Snapple","Drink, concentrated mix juices, Kiwi and Strawberry, Snapple",48.2,0.0,0.0,12.05,,,,,,,,,,10.57,,,,,,alimentos expresados en 100ml
"Bebida, nectar de durazno, Nutri","Drink, peach nectar, Nutri",28.0,0.5,0.0,6.5,,0.0,,,0.0,,,,,2.5,,,,,,alimentos expresados en 100ml
"Bebida, nectar de durazno, VVK","Drink, peach nectar, VVK",77.33,0.0,0.0,19.33,0.0,0.0,,,0.0,,,,,0.0,,,,,,alimentos expresados en 100ml
"Bebida, nectar de mango, Sunny","Drink, mangos nectar, Sunny",32.0,0.0,0.0,8.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,alimentos expresados en 100ml
"Bebida, nectar de manzana, con vitamina C, Natura, Nestlé","Drink, apple nectar, with vitamin C, Natura, Nestlé",18.0,0.0,0.0,4.5,,0.0,,,0.0,,,,,5.0,,,,,,alimentos expresados en 100ml
"Bebida, nectar de naranja, con vitaminas A, C y zinc, Natura, Nestlé","Drink, orange nectar, with vitamins A, C and zinc, Natura, Nestlé",38.0,0.0,0.0,9.5,,0.0,,,0.0,,,,,7.5,,,,,,alimentos expresados en 100ml
"Bebida, nectar mixto, de mango, naranja, manzana y uvilla, Natura, Nestlé","Drink, nectar mixed, of mango, orange, apple and goldenberry, Natura, Nestlé",32.43,0.0,0.0,8.11,,0.0,,,0.0,,,,,8.11,,,,,,alimentos expresados en 100ml
"Bebida, nectar mixto, de mora, coco y manzana, Natura, Nestlé","Drink, nectar mixed, of blackberry, coconut and apple, Natura, Nestlé",39.25,0.0,1.25,7.0,,1.0,,,0.0,,,,,7.5,,,,,,alimentos expresados en 100ml
"Bebida, nectar, nutridefensas de durazno, Del Valle","Drink, peach nectar, nutridefense, Del Valle",25.6,0.0,0.0,6.4,,0.0,,,0.0,,,,,4.0,,,,,,alimentos expresados en 100ml
"Bebida, ponche de fruta, Fruit Juice Red","Drink, fruit punch, Fruit Juice Red",28.33,0.0,0.0,7.08,,,,,,,,,,20.83,,,,,,alimentos expresados en 100ml
"Bebida, sabor mezcla tropical, 5 jugos y puré de mango, Splash","Drink, tropical blend splash, 5 juices and mango puree, Splash",30.0,0.0,0.0,7.5,0.0,,,,0.0,,,,,6.25,,,,,,alimentos expresados en 100ml
"Bebida, sin gas, sabor a manzana verde, Vivant Storm","Drink, flavored with green apple, Vivant Storm",8.33,0.0,0.0,2.08,,,,,0.0,,,,,5.42,,,,,,alimentos expresados en 100ml
"Bebida, sin gas, sabor a mora y arándanos, Vivant Storm","Drink, flavored with blackberry and cranberries, Vivant Storm",8.33,0.0,0.0,2.08,,,,,0.0,,,,,5.42,,,,,,alimentos expresados en 100ml
"Bebida, sin gas, sabor a naranja, bajo en calorías, Del Valle","Drink, flavored with orange, low calories, Del Valle",1.33,0.0,0.0,0.33,,0.0,,,0.0,,,,,28.33,,,,,,alimentos expresados en 100ml
"Bebida, sin gas, sabor a naranja, mandarina y limón, citrus punch, Tampico","Drink, flavored with orange, mandarine, lemon, citrus punch, Tampico",11.67,0.0,0.0,2.92,,,,,,,,,,13.75,,,,,,alimentos expresados en 100ml
"Bebida, sin gas, sabor a naranja, Pura Crema","Drink, flavored with orange, Pura Crema",20.8,0.0,0.0,5.2,0.0,0.0,,,0.0,,,,,14.0,,,,,,alimentos expresados en 100ml
"Bedida proteíca, proteína de suero, Gofit","Protein drink, whey protein, Gofit",70.8,7.2,0.4,9.6,0.0,0.4,,,3.6,,,,,,240.0,,,,,alimentos expresados en 100ml
"Jugo de fruta, dragonfruit juice, con prebióticos, Liv Juice","Fruit juice, dragonfruit juice, with prebiotics, Liv Juice",14.67,0.0,0.0,3.67,,0.0,,,0.0,,,,,,1.67,,,,,alimentos expresados en 100ml
"Jugo, de 8 verduras, Herdez","Juice, of 8 vegetables, Herdez",22.0,0.5,0.0,5.0,0.0,0.0,,,0.0,,,,,,260.0,,,,,alimentos expresados en 100ml
"Jugo, de arándanos, Natures Heart","Cranberry juice, Natures Heart",46.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,,,,,,17.5,,,,,alimentos expresados en 100ml
"Jugo, de manzana Citric","Apple juice, Citric",57.6,0.0,,14.4,0.0,,,,,,,,,,,,,,,alimentos expresados en 100ml
"Jugo, de naranja, con pulpa, Citric","Orange juice, with pulp, Citric",42.0,1.0,0.0,9.5,1.0,0.0,,,0.0,,,,,,0.0,,,,,alimentos expresados en 100ml
"Jugo, de piña, pasteurizado, Scorpii","Pineapple juice, pasteurized, Scorpii",51.67,0.42,0.0,12.5,0.0,0.0,,,0.0,,,,,,0.0,,,,,alimentos expresados en 100ml
"Jugo, de tomate, Bar Helper","Tomatoe juice, Bar Helper",47.62,2.38,0.0,9.52,,0.0,,,0.0,,,,,,821.43,,,,,alimentos expresados en 100ml
"Jugo, de tomate, mezcla para coctel, Britvic","Tomatoe juice, cocktail mix, Britvic",12.0,1.0,0.0,2.0,0.5,0.0,,,0.0,,,,,,0.5,,,,,alimentos expresados en 100ml
"Jugo, de tomate, para cocktail, Clamato","Tomatoe juice, for cocktail, Clamato",38.33,0.0,0.0,9.58,,,,,,,,,,,25.0,,,,,alimentos expresados en 100ml
"Jugo, de uvilla, Natures Heart","Golden-berry juice, Natures Heart",46.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,,,,,,65.0,,,,,alimentos expresados en 100ml
"Jugo, procesado, sabor naranja, Del Valle","Juice, processed, orange flavor, Del Valle",48.0,,,12.0,,,,,,,,,,,9.0,,22.5,,,alimentos expresados en 100ml
"Té, blanco, sabor a carambolo y flor de loto, sin azúcar, sin colorantes, Hatsu Tea","White tea, flavored with carambolo & lotus flower, without sugar, without coloring, Hatsu Tea",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,0.0,,,,,alimentos expresados en 100ml
"Té, blanco, sabor a flor de cerezo, sin azúcar, sin colorantes, Hatsu Tea","White tea, flavored with cherry blosson, without sugar, without coloring, Hatsu Tea",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,2.5,,,,,alimentos expresados en 100ml
"Té, hiervas aromáticas, horchata, Forestea","Tea, aromatic herb drink, horchata, Forestea",13.33,0.0,0.0,3.33,,0.0,,,0.0,,,,,,8.33,,,,,alimentos expresados en 100ml
"Té, infusión natural, Eco B, cedron, Verbena de Indias","Herbal tea, Eco B, cedar, Verbena de Indias",0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,20.0,,,,,alimentos expresados en 100ml
"Té, negro, sabor a limón, Fuze Tea","Tea, black, lemon flavor, Fuze Tea",0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,16.36,,,,,alimentos expresados en 100ml
"Té, negro, sabor a limón, nicetea, Vivant","Tea, black, lemon flavor, nicetea, Vivant",8.33,0.0,0.0,2.08,,,,,0.0,,,,,,6.25,,,,,alimentos expresados en 100ml
"Té, sabor a manzana limonaria, Fuze Tea","Tea, lemon and apple flavor, Fuze Tea",27.2,0.0,0.0,6.8,,0.0,,,0.0,,,,,,10.0,,,,,alimentos expresados en 100ml
